OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
9670,1448632,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1604,1585955340000
9671,1448633,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,5,5C,1606,1586663820000
9672,1448634,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6D,0855,1585964220000
9673,1448639,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,2,2C,0603,1586670840000
9674,1448640,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6E,0878,1585959960000
9675,1448642,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0336,1585988700000
9676,1448643,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,2,2B,0564,1586459100000
9677,1448644,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,1,1C,0449,1586578560000
9678,1448645,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5A,1506,1586669160000
9679,1448646,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,5,5B,1359,1585678620000
9680,1448647,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0444,1583501400000
9681,1448648,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6E,0878,1585514100000
9682,1448649,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1392,1586065020000
9683,1448650,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0701,1586101140000
9684,1448651,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1645,1586106480000
9685,1448652,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0508,1586119980000
9686,1448653,2605,4,FRAUD,484E(D)PC FRAUD POSS CARD INFO,6,6A,1015,1586098800000
9687,1448654,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0602,1586135700000
9688,1448655,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1B,0444,1585153680000
9689,1448656,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6A,1011,1585680300000
9690,1448657,2310,0,LARCENY,1708 US THEFT OF MAIL,3,3B,0747,1583619000000
9691,1448658,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0612,1585586580000
9692,1448660,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6D,0856,1586115960000
9693,1448661,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1623,1586127240000
9694,1448662,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,1421,1586750400000
9695,1448663,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0478,1586140560000
9696,1448664,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0237,1586204220000
9697,1448665,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2A,0233,1586212440000
9698,1448666,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,UI,UI,UI,1586758680000
9699,1448670,0999,1,HOMICIDE,187(A) HOMICIDE,2,2B,0537,1586779500000
9700,1448675,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1113,1586237040000
9701,1448686,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0435,1586274060000
9702,1448689,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0429,1586754000000
9703,1448690,5202,11,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,2,2B,0553,1586687880000
9704,1448691,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0435,1586275620000
9705,1448715,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,1603,1586742840000
9706,1448717,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4A,0918,1586765520000
9707,1448720,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,1306,1585343940000
9708,1448725,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5C,1607,1586782260000
9709,1448727,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0531,1586278800000
9710,1448728,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,1356,1585850160000
9711,1448729,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0237,1586297460000
9712,1448732,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0419,1586488740000
9713,1448736,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5B,1631,1586203200000
9714,1448737,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1445,1586322540000
9715,1448739,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1522,1586267280000
9716,1448740,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0525,1586287080000
9717,1448745,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0511,1584514800000
9718,1448751,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0714,1586707980000
9719,1448753,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1443,1586768400000
9720,1448755,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0337,1586641200000
9721,1448760,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1294,1586592000000
9722,1448761,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3M,0735,1586626740000
9723,1448763,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0615,1586563200000
9724,1448765,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0475,1586736000000
9725,1448766,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0787,1586633280000
9726,1448767,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4A,0955,1586634360000
9727,1448768,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4B,0966,1586559600000
9728,1448769,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,0732,1586641980000
9729,1448771,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6A,1051,1585764000000
9730,1448773,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,0706,1586671140000
9731,1448774,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6E,1116,1586301000000
9732,1448775,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2B,0556,1586674680000
9733,1448776,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,3,3M,0735,1586693040000
9734,1448777,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0447,1586709660000
9735,1448781,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0123,1586305800000
9736,1448782,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1363,1583721180000
9737,1448783,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0509,1586585400000
9738,1448784,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5A,1363,1586742960000
9739,1448785,2501,01,FORGERY,476 PC PASS FICTICIOUS CHECK,6,6D,0802,1586644140000
9740,1448786,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3M,0734,1586742600000
9741,1448794,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0419,1585599720000
9742,1448795,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0605,1586649600000
9743,1448806,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1406,1586436360000
9744,1448809,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0611,1586464560000
9745,1448810,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4C,1296,1586203500000
9746,1448811,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6C,1403,1586048400000
9747,1448812,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2A,0234,1586201400000
9748,1448813,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4C,1262,1586280600000
9749,1448814,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5C,1634,1586151300000
9750,1448815,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6E,0878,1586156400000
9751,1448816,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0233,1586574000000
9752,1448817,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0106,1585803600000
9753,1448820,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0507,1586583540000
9754,1448827,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0545,1586636460000
9755,1448828,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,6,6E,1115,1586642580000
9756,1448830,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4C,1289,1586353500000
9757,1448831,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4A,1204,1586050500000
9758,1448832,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5A,1502,1586329260000
9759,1448833,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0541,1586809020000
9760,1448834,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5B,1621,1586800740000
9761,1448835,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4C,1289,1586352600000
9762,1448836,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,6,6A,1015,1585298220000
9763,1448838,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,2,2C,0602,1586580600000
9764,1448839,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0130,1586606640000
9765,1448841,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,6,6D,0856,1586641800000
9766,1448842,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5A,1394,1586650980000
9767,1448843,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6A,1061,1586583000000
9768,1448844,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,2,2C,0620,1586665440000
9769,1448845,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1623,1586701440000
9770,1448846,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,6,6C,1134,1586718480000
9771,1448847,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0766,1586635200000
9772,1448848,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,5,5A,1361,1586725800000
9773,1448850,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2C,0626,1586656080000
9774,1448852,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6B,1005,1586642400000
9775,1448854,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3M,0731,1586738700000
9776,1448857,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0103,1586738460000
9777,1448858,2308,0,LARCENY,484 PC PETTY THEFT/INSIDE,4,4C,1258,1586740860000
9778,1448860,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5A,1385,1586814660000
9779,1448862,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1A,0302,1586802120000
9780,1448863,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,0955,1586509920000
9781,1448870,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0851,1586747940000
9782,1448874,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,3,3M,0742,1586774880000
9783,1448875,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0313,1586552400000
9784,1448876,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,0903,1586741220000
9785,1448877,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,4,4A,0903,1586746200000
9786,1448878,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4B,1353,1586754000000
9787,1448879,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5C,1607,1586773080000
9788,1448880,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,5,5A,1504,1586816700000
9789,1448881,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5A,1504,1586815200000
9790,1448886,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,5,5B,1399,1586819940000
9791,1448887,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,0701,1585962000000
9792,1448889,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0419,1585799580000
9793,1448890,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1A,0302,1585954800000
9794,1448892,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,1,1C,0408,1586831880000
9795,1448893,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,0544,1586820780000
9796,1448906,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,6,6B,1401,1586818560000
9797,1448913,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0419,1586411220000
9798,1448914,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0604,1586380140000
9799,1448915,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,0748,1586837520000
9800,1448917,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2B,0541,1586385420000
9801,1448918,3532,2,NARCOTICS,11351.5 HS POSS SALE RCK COCAI,2,2C,0603,1586504580000
9802,1448919,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1084,1586413920000
9803,1448920,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1654,1586828700000
9804,1448935,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0762,1586449800000
9805,1448936,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,6,6B,1084,1586725200000
9806,1448937,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,6,6B,1068,1586852820000
9807,1448939,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0563,1586462400000
9808,1448941,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0435,1586464080000
9809,1448942,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0551,1586464800000
9810,1448943,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0506,1586468340000
9811,1448945,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1004,1586479680000
9812,1448946,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1114,1586486520000
9813,1448947,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0861,1586730840000
9814,1448948,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0601,1586488740000
9815,1448949,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,5,5B,1399,1586457000000
9816,1448950,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1616,1586854620000
9817,1448951,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,4,4C,1253,1586458080000
9818,1448952,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0521,1586447160000
9819,1448953,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0563,1586450460000
9820,1448962,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0510,1586548380000
9821,1448963,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0512,1586550120000
9822,1448964,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1346,1586551320000
9823,1448969,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0544,1586631480000
9824,1448972,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0305,1586637000000
9825,1448975,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0419,1584039600000
9826,1448976,4902,0,FUGITIVE,1551(A) FUGITIVE FROM JUSTICE,UI,UI,UI,1582646880000
9827,1448977,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,0531,1586546280000
9828,1448979,4902,0,FUGITIVE,1551(A) FUGITIVE FROM JUSTICE,2,2B,0564,1581021540000
9829,1448980,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0303,1586655120000
9830,1448981,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1013,1586666700000
9831,1448982,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1356,1586674680000
9832,1448983,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1391,1586686200000
9833,1448984,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0508,1586717340000
9834,1448986,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0603,1586724360000
9835,1448988,2604,46,FRAUD,530.5(D)(2) PERS ID COM VIOL-F,3,3B,0747,1583179200000
9836,1449000,5399,6,PUBLIC PEACE,403 PC DISTURB PUB ASSMBLY,4,4C,0985,1586415600000
9837,1449002,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0232,1586829600000
9838,1449004,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6E,0876,1586847600000
9839,1449006,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,1071,1586822040000
9840,1449007,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,2,2B,0563,1586830380000
9841,1449012,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4C,1227,1586366160000
9842,1449014,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0302,1586388900000
9843,1449015,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6E,0878,1586369700000
9844,1449017,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0302,1586406600000
9845,1449018,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0103,1586369400000
9846,1449019,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2A,0222,1586445300000
9847,1449020,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0856,1586193300000
9848,1449021,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1111,1586207820000
9849,1449022,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1346,1586213400000
9850,1449023,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1346,1586040900000
9851,1449024,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,1202,1586057400000
9852,1449026,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0440,1586166600000
9853,1449027,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0604,1586235600000
9854,1449028,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1296,1586210820000
9855,1449029,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3M,0734,1586884620000
9856,1449030,2999,35,VANDALISM,594(A)(2) VANDALISM-DAMAGE,1,1C,0429,1586858700000
9857,1449033,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,0223,1586786400000
9858,1449036,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4A,0906,1585980000000
9859,1449039,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6E,0899,1586149200000
9860,1449040,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0765,1586286000000
9861,1449042,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1341,1586302200000
9862,1449043,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4B,0968,1586072400000
9863,1449044,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1644,1586165400000
9864,1449046,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0333,1586242200000
9865,1449050,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6A,1071,1586227560000
9866,1449051,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0353,1585753200000
9867,1449052,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0824,1581370560000
9868,1449054,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6D,0851,1581790800000
9869,1449055,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0898,1582594560000
9870,1449056,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,6,6A,1051,1586826600000
9871,1449057,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,2,2B,0564,1586844720000
9872,1449058,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2C,0611,1586897520000
9873,1449063,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,1126,1585995540000
9874,1449064,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0937,1586294580000
9875,1449067,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1019,1586211480000
9876,1449071,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0765,1585785600000
9877,1449073,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6A,1001,1586369160000
9878,1449074,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0908,1584130800000
9879,1449075,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0855,1586282400000
9880,1449082,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,0906,1586309400000
9881,1449084,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0602,1586286600000
9882,1449085,2308,1,LARCENY,487(A) GRAND THEFT-INSIDE,2,2C,0613,1586113200000
9883,1449086,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0748,1586471340000
9884,1449087,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,4,4B,0976,1586899500000
9885,1449088,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2B,0523,1586081400000
9886,1449089,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0746,1586570400000
9887,1449090,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2B,0563,1586900400000
9888,1449093,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,0946,1586347140000
9889,1449094,2399,1,LARCENY,368(D) THEFT-ELDER >$950,2,2C,0602,1586376780000
9890,1449095,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,1115,1586583060000
9891,1449096,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,2,2B,0563,1586148000000
9892,1449098,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0909,1586628060000
9893,1449099,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0449,1586482500000
9894,1449101,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2C,0613,1586796420000
9895,1449102,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0449,1586828340000
9896,1449103,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,3,3M,0731,1586738700000
9897,1449104,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2B,0564,1586633400000
9898,1449115,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2A,0226,1586777820000
9899,1449118,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,5,5A,1522,1586915820000
9900,1449130,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0531,1586878020000
9901,1449135,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,0978,1586921400000
9902,1449144,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,0969,1586925000000
9903,1449145,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0527,1586780880000
9904,1449146,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0506,1586796120000
9905,1449147,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0213,1586804040000
9906,1449148,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,3,3M,0712,1586817000000
9907,1449149,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6B,1088,1586829960000
9908,1449150,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1406,1586898000000
9909,1449152,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4C,1265,1586674800000
9910,1449153,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2A,0232,1586782800000
9911,1449156,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4C,1251,1586719800000
9912,1449158,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0788,1584817200000
9913,1449160,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5A,1503,1586901600000
9914,1449162,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0215,1586329200000
9915,1449164,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3M,0742,1586559180000
9916,1449169,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,2,2B,0543,1586849160000
9917,1449170,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1251,1586851740000
9918,1449171,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0416,1586852100000
9919,1449172,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1443,1586877600000
9920,1449173,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0429,1586826000000
9921,1449175,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,6,6A,1015,1586880300000
9922,1449176,7399,98,SAC CITY CODE,12.52.040(A) STOR PER PROP-PUB,3,3A,0709,1586886180000
9923,1449177,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0541,1586889240000
9924,1449180,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,0602,1583996400000
9925,1449181,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,0506,1585605240000
9926,1449182,5499,04,TRAFFIC,23110(A) VC THROW AT VEHICLE,3,3A,0701,1586897880000
9927,1449183,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0716,1586912160000
9928,1449184,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2A,0223,1586917980000
9929,1449185,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6E,0877,1586920440000
9930,1449186,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,1084,1586926620000
9931,1449198,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1B,0443,1586849820000
